OS Version: Unix 4.19.128.0;;;;;;;;
CLR Version: 3.1.10;;;;;;;;
Processor Count: 4;;;;;;;;
;;;;;;;;
Statistics        Avg      Stdev        Max;;;;;;;;
  Reqs/sec      9338.43    1338.77   13469.01;;;;;;;;
  Latency       10.71ms     1.86ms   150.56ms;;;;;;;;
  Latency Distribution;;;;;;;;
     50%    10.00ms;;;;;;;;
     75%    12.00ms;;;;;;;;
     90%    14.52ms;;;;;;;;
     95%    16.53ms;;;;;;;;
     99%    23.00ms;;;;;;;;
  HTTP codes:;;;;;;;;
    1xx - 0, 2xx - 606949, 3xx - 0, 4xx - 0, 5xx - 0;;;;;;;;
    others - 0;;;;;;;;
  Throughput:     7.51MB/s;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
TS (ms);CPU time (ms);Private Mem (B);Working Set (B);Allocated Mem (B);Gen0 collections;Gen1 collections;Gen2 collections;ThreadPool size
-2147483648;2590;244789248;176140288;37927184;1;0;0;4
500;1050;460816384;224776192;84623760;1;0;0;4
1003;2209;471613440;238903296;62854584;2;1;0;4
1506;3310;501149696;268951552;124451256;2;1;0;4
2009;4360;561152000;328708096;184106272;2;1;0;4
2512;5330;603934720;372199424;38917184;3;1;0;4
3014;6189;603951104;372199424;117503904;3;1;0;4
3515;7070;502460416;270880768;41309488;4;2;1;4
4017;7860;502460416;270880768;121311968;4;2;1;20
4523;8730;502460416;270880768;25209472;6;2;1;4
5025;9590;502460416;270880768;52486184;7;2;1;19
5529;10439;502460416;270880768;35706960;11;2;1;4
6036;11310;502464512;270880768;36658384;15;2;1;1
6540;12090;502464512;270880768;23551368;20;2;1;4
7043;12950;502464512;270880768;35265064;24;2;1;4
7547;13800;502464512;270880768;24001296;29;2;1;17
8050;14650;502464512;270880768;30614320;33;2;1;4
8556;15500;502464512;270880768;35289688;37;2;1;5
9058;16330;502464512;270880768;21400376;42;2;1;4
9560;17170;502464512;270880768;27732096;46;2;1;4
10073;18070;503025664;271679488;29453040;50;2;1;4
10575;18920;503025664;271679488;35822008;54;2;1;11
11078;19750;503025664;271679488;24379752;59;2;1;15
11581;20590;503025664;271679488;31242480;63;2;1;4
12084;21460;503037952;271679488;38942536;67;2;1;1
12588;22320;503042048;271679488;25315064;72;2;1;4
13090;23160;503988224;272605184;32094048;76;2;1;4
13591;24010;503988224;272605184;35155576;80;2;1;4
14095;24870;503988224;272605184;22879248;85;2;1;4
14600;25720;503988224;272605184;35881616;89;2;1;4
15101;26540;503988224;272605184;29790472;94;2;1;4
15602;27370;503988224;272605184;22264840;99;2;1;0
16105;28230;503988224;272605184;33711600;103;2;1;4
16606;29080;504090624;272605184;23527952;108;2;1;12
17108;29950;504090624;272605184;26036736;112;2;1;4
17609;30800;504090624;272605184;33628048;116;2;1;11
18113;31629;504090624;272605184;20670856;121;2;1;1
18617;32500;504090624;272605184;32759896;125;2;1;11
19128;33400;504090624;272605184;33331144;129;2;1;4
19630;34190;504090624;272605184;24305064;134;2;1;4
20135;35030;504090624;272605184;32072624;138;2;1;4
20637;35890;504090624;272605184;21361736;143;2;1;10
21139;36760;504090624;272605184;21828752;147;2;1;4
21644;37629;504078336;272654336;25528928;151;2;1;4
22152;38490;504078336;272654336;32359808;155;2;1;4
22653;39360;504066048;272723968;24803336;160;2;1;4
23156;40190;504053760;272785408;36802368;164;2;1;9
23657;41050;504041472;270753792;21988736;169;2;1;4
24161;41910;495640576;270897152;25441544;173;2;1;4
24667;42760;495640576;270897152;24401392;177;2;1;2
25168;43570;495640576;270897152;38523512;181;2;1;4
25669;44420;495640576;270897152;22911568;186;2;1;9
26171;45210;487239680;270925824;30107392;190;2;1;4
26678;46059;487239680;270925824;22129784;195;2;1;4
27182;46860;487239680;270925824;31029112;199;2;1;8
27688;47700;487239680;270925824;24632696;204;2;1;4
28190;48520;478838784;270954496;32196208;208;2;1;1
28691;49350;478838784;270954496;34495928;212;2;1;4
29195;50190;478838784;270954496;30432712;217;2;1;7
29697;51010;470437888;271056896;26172224;222;2;1;7
30199;51880;470437888;271056896;32647800;226;2;1;4
30702;52700;470437888;271056896;35359280;230;2;1;4
31211;53560;462036992;271040512;39984464;234;2;1;7
31712;54360;462036992;271040512;31113368;239;2;1;7
32215;55210;453636096;271093760;20616056;244;2;1;4
32720;56040;453636096;271093760;25517688;248;2;1;1
33225;56880;453636096;271093760;31482528;252;2;1;7
33727;57720;445235200;269172736;39503736;256;2;1;6
34228;58550;445235200;269172736;26855008;261;2;1;4
34729;59370;445235200;269172736;31078168;265;2;1;4
35231;60210;445235200;269172736;35779112;269;2;1;4
35734;61060;445235200;269172736;37438936;273;2;1;4
36235;61880;436834304;269312000;22573592;278;2;1;6
36738;62750;436834304;269312000;22076408;282;2;1;6
37239;63600;428433408;269516800;24464624;286;2;1;4
37740;64440;428433408;269516800;31246600;290;2;1;6
38243;65300;428433408;269516800;37689368;294;2;1;6
38746;66090;428433408;269516800;26071992;299;2;1;4
39250;66920;428433408;269516800;33523408;303;2;1;4
39751;67770;428433408;269516800;32777272;307;2;1;0
40252;68590;420032512;269713408;37794256;311;2;1;6
40753;69420;420032512;269713408;27133800;316;2;1;4
41257;70240;420032512;269713408;32673064;320;2;1;4
41759;71080;420032512;269713408;36921472;324;2;1;4
42259;71910;420032512;269713408;21822008;329;2;1;4
42761;72730;420032512;269713408;27120752;333;2;1;0
43265;73540;411631616;267816960;38262560;336;2;1;4
43768;74400;411631616;267816960;22130416;341;2;1;2
44268;75210;411631616;267816960;28507648;345;2;1;5
44771;76080;411631616;267816960;32311560;349;2;1;4
45271;76930;411631616;267816960;20921432;354;2;1;5
45773;77800;403230720;268042240;29452152;358;2;1;4
46291;78690;403230720;268042240;37195144;362;2;1;4
46794;79570;403230720;268042240;27848536;367;2;1;4
